pt,faers_a,faers_ror,faers_lcl,faers_signal,faers_trio,canada_a,canada_n_pt_all,canada_ror,canada_lcl,verdict
HAEMOGLOBIN INCREASED,7,4.1183007899314,1.96132799702007,TRUE,TRUE,0,,,,insufficient (a=0)
HEPATIC LESION,7,4.41095873999819,2.10060411997326,TRUE,TRUE,0,,,,insufficient (a=0)
HEPATOMEGALY,7,2.37590229879317,1.13184115896699,TRUE,TRUE,0,,,,insufficient (a=0)
HYDRONEPHROSIS,7,2.71814705030781,1.2948079214151,TRUE,TRUE,0,,,,insufficient (a=0)
HYPERAEMIA,7,9.87377433180993,4.69789885928192,TRUE,TRUE,0,,,,insufficient (a=0)
IMMUNE EFFECTOR CELL-ASSOCIATED NEUROTOXICITY SYNDROME,7,2.83598175567449,1.35091304476035,TRUE,TRUE,0,,,,insufficient (a=0)
INCORRECT DOSAGE ADMINISTERED,7,3.24577148530052,1.54601094642643,TRUE,TRUE,0,,,,insufficient (a=0)
INFUSION SITE SWELLING,7,2.70689974595895,1.28945258213908,TRUE,TRUE,0,,,,insufficient (a=0)
ISCHAEMIC CARDIOMYOPATHY,7,8.64555536517731,4.11434943981408,TRUE,TRUE,0,,,,insufficient (a=0)
KIDNEY TRANSPLANT REJECTION,7,4.74981851292555,2.26185094218231,TRUE,TRUE,0,,,,insufficient (a=0)
LARGE INTESTINE POLYP,7,2.29833396721331,1.09490287214862,TRUE,TRUE,0,,,,insufficient (a=0)
MAJOR DEPRESSION,7,2.80307142468026,1.33524353275576,TRUE,TRUE,0,,,,insufficient (a=0)
MEAN CELL HAEMOGLOBIN CONCENTRATION DECREASED,7,10.2140585611438,4.85953242659487,TRUE,TRUE,0,,,,insufficient (a=0)
METABOLIC DISORDER,7,4.08190462432781,1.94400609712915,TRUE,TRUE,0,,,,insufficient (a=0)
METASTASES TO SPINE,7,5.46366392121359,2.60147620957955,TRUE,TRUE,0,201,,,insufficient (a=0)
NO THERAPEUTIC RESPONSE,7,2.14889078124726,1.02373488691883,TRUE,TRUE,0,,,,insufficient (a=0)
NONSPECIFIC REACTION,7,3.69920284068631,1.76185559445481,TRUE,TRUE,0,,,,insufficient (a=0)
OCCUPATIONAL EXPOSURE TO PRODUCT,7,2.46351734233561,1.17356258583811,TRUE,TRUE,0,,,,insufficient (a=0)
PORTAL TRACT INFLAMMATION,7,133.13969600847,62.091679028907,TRUE,TRUE,0,,,,insufficient (a=0)
POST PROCEDURAL INFECTION,7,2.14859665352018,1.02359481365701,TRUE,TRUE,0,,,,insufficient (a=0)
PREMATURE LABOUR,7,4.50846512884264,2.14700449523586,TRUE,TRUE,0,,,,insufficient (a=0)
RALES,7,3.58846215030714,1.70914323789375,TRUE,TRUE,0,914,,,insufficient (a=0)
RETINAL DETACHMENT,7,2.14830260626579,1.02345477870535,TRUE,TRUE,0,,,,insufficient (a=0)
RHINOVIRUS INFECTION,7,4.26945343777174,2.0332633251267,TRUE,TRUE,0,,,,insufficient (a=0)
SINUS BRADYCARDIA,7,2.21405398508404,1.05476740498755,TRUE,TRUE,0,,,,insufficient (a=0)
ABDOMINAL TENDERNESS,6,3.66504541770229,1.64496024177029,TRUE,TRUE,0,397,,,insufficient (a=0)
ANGLE CLOSURE GLAUCOMA,6,7.45466995251325,3.34357845371021,TRUE,TRUE,0,,,,insufficient (a=0)
APLASTIC ANAEMIA,6,3.35446121040983,1.50564587579718,TRUE,TRUE,0,456,,,insufficient (a=0)
APPLICATION SITE EXFOLIATION,6,3.49560535824645,1.56895882046818,TRUE,TRUE,0,,,,insufficient (a=0)
APPLICATION SITE INFLAMMATION,6,11.3809031955925,5.10101474994574,TRUE,TRUE,0,,,,insufficient (a=0)
ASTIGMATISM,6,10.8141054251282,4.8474597334924,TRUE,TRUE,0,,,,insufficient (a=0)
BLEPHAROSPASM,6,2.56146656363956,1.14987356963942,TRUE,TRUE,0,,,,insufficient (a=0)
BLOOD LACTIC ACID INCREASED,6,3.17632879951146,1.4257365854258,TRUE,TRUE,0,,,,insufficient (a=0)
BREATH SOUNDS ABNORMAL,6,3.23201369922096,1.45071709191169,TRUE,TRUE,0,,,,insufficient (a=0)
BRONCHIAL SECRETION RETENTION,6,12.2397015476589,5.48509789358839,TRUE,TRUE,0,,,,insufficient (a=0)
DISORGANISED SPEECH,6,7.56782152919861,3.39426101589606,TRUE,TRUE,0,,,,insufficient (a=0)
DRUG LEVEL ABOVE THERAPEUTIC,6,3.63142323200322,1.62987955712059,TRUE,TRUE,0,972,,,insufficient (a=0)
DRUG MONITORING PROCEDURE NOT PERFORMED,6,7.68446065448045,3.44650357630447,TRUE,TRUE,0,,,,insufficient (a=0)
DYSPHEMIA,6,4.00295805820014,1.79651543574445,TRUE,TRUE,0,,,,insufficient (a=0)
EMERGENCY CARE EXAMINATION,6,20.8099177088854,9.31157244268568,TRUE,TRUE,0,,,,insufficient (a=0)
FEELING DRUNK,6,2.41613105208247,1.08465876446498,TRUE,TRUE,0,,,,insufficient (a=0)
FOETAL EXPOSURE DURING DELIVERY,6,20.1859093304687,9.03335462599349,TRUE,TRUE,0,,,,insufficient (a=0)
FOOD INTOLERANCE,6,4.2927681308019,1.92648190631581,TRUE,TRUE,0,382,,,insufficient (a=0)
FOREIGN BODY,6,4.41817809337101,1.98271834157852,TRUE,TRUE,0,,,,insufficient (a=0)
GASTRITIS EROSIVE,6,4.10802973967038,1.84363679566192,TRUE,TRUE,0,,,,insufficient (a=0)
GLOMERULOSCLEROSIS,6,28.8930356811078,12.9099230212144,TRUE,TRUE,0,,,,insufficient (a=0)
HAEMOPHILUS SEPSIS,6,374.013393423892,157.548071092884,TRUE,TRUE,0,,,,insufficient (a=0)
"HALLUCINATIONS, MIXED",6,4.14088996044107,1.85837321411451,TRUE,TRUE,0,,,,insufficient (a=0)
HILAR LYMPHADENOPATHY,6,20.3383766344096,9.10133875729041,TRUE,TRUE,0,,,,insufficient (a=0)
HYPERVOLAEMIA,6,2.91363430272914,1.30788392361733,TRUE,TRUE,0,,,,insufficient (a=0)
HYPOMANIA,6,4.95671604453076,2.22418141754994,TRUE,TRUE,0,,,,insufficient (a=0)
HYPOVOLAEMIA,6,3.39850857014967,1.52540451481972,TRUE,TRUE,0,,,,insufficient (a=0)
INTESTINAL ISCHAEMIA,6,3.26653010738971,1.46620106535788,TRUE,TRUE,0,,,,insufficient (a=0)
KLEBSIELLA INFECTION,6,3.2904897149578,1.47694917282156,TRUE,TRUE,0,123,,,insufficient (a=0)
MACULAR HOLE,6,12.3406769549281,5.53024974775032,TRUE,TRUE,0,,,,insufficient (a=0)
MALABSORPTION,6,2.95522282982302,1.3265425239023,TRUE,TRUE,0,240,,,insufficient (a=0)
MONOCYTE COUNT DECREASED,6,13.225672065572,5.92591213858998,TRUE,TRUE,0,,,,insufficient (a=0)
NASAL SEPTUM DEVIATION,6,8.3055366137147,3.72464644584188,TRUE,TRUE,0,,,,insufficient (a=0)
NEUTROPHIL COUNT ABNORMAL,6,5.6376426374605,2.52942071274539,TRUE,TRUE,0,,,,insufficient (a=0)
OCULOGYRIC CRISIS,6,7.55084209399837,3.38665576121646,TRUE,TRUE,0,,,,insufficient (a=0)
ORAL DISORDER,6,2.24744493167862,1.00896186382115,TRUE,TRUE,0,,,,insufficient (a=0)
PARKINSONIAN REST TREMOR,6,123.526849159031,54.2860442908699,TRUE,TRUE,0,,,,insufficient (a=0)
PERONEAL NERVE PALSY,6,3.0358890746307,1.36273246749087,TRUE,TRUE,0,,,,insufficient (a=0)
PNEUMOCONIOSIS,6,88.0025689087365,38.9142951825694,TRUE,TRUE,0,,,,insufficient (a=0)
POLYCYTHAEMIA,6,8.19930502734104,3.67707601239654,TRUE,TRUE,0,,,,insufficient (a=0)
PORTAL HYPERTENSION,6,5.75330221384557,2.58126013715528,TRUE,TRUE,0,101,,,insufficient (a=0)
POSTURAL ORTHOSTATIC TACHYCARDIA SYNDROME,6,10.9459940487433,4.90646421247078,TRUE,TRUE,0,,,,insufficient (a=0)
PROTEIN URINE PRESENT,6,3.4685785579149,1.55683567140903,TRUE,TRUE,0,,,,insufficient (a=0)
PULSELESS ELECTRICAL ACTIVITY,6,3.54159808475997,1.58958906240274,TRUE,TRUE,0,,,,insufficient (a=0)
RADIOTHERAPY,6,7.98057177112329,3.57912174485271,TRUE,TRUE,0,,,,insufficient (a=0)
RED BLOOD CELLS URINE POSITIVE,6,18.1945215114823,8.14507064844533,TRUE,TRUE,0,,,,insufficient (a=0)
RESPIRATORY RATE DECREASED,6,6.22992296470309,2.79486234869488,TRUE,TRUE,1,529,19.3211987127916,2.69312310876948,replicated
RESTING TREMOR,6,21.8217821863666,9.76258735185523,TRUE,TRUE,0,,,,insufficient (a=0)
SKIN EROSION,6,4.74862438564356,2.13088530664714,TRUE,TRUE,0,,,,insufficient (a=0)
SOMNAMBULISM,6,2.76572885471845,1.24152423355309,TRUE,TRUE,0,,,,insufficient (a=0)
STAPHYLOCOCCUS TEST POSITIVE,6,7.55084209399837,3.38665576121646,TRUE,TRUE,0,,,,insufficient (a=0)
VENOOCCLUSIVE LIVER DISEASE,6,3.38653629746024,1.52003405755176,TRUE,TRUE,0,87,,,insufficient (a=0)
VISCERAL CONGESTION,6,34.0005251191617,15.1783139815678,TRUE,TRUE,0,,,,insufficient (a=0)
VULVOVAGINAL CANDIDIASIS,6,11.5369500152244,5.17081278581358,TRUE,TRUE,0,,,,insufficient (a=0)
ACUTE LYMPHOCYTIC LEUKAEMIA RECURRENT,5,4.64683855263354,1.93182125102412,TRUE,TRUE,0,,,,insufficient (a=0)
ATYPICAL PNEUMONIA,5,3.81924968642067,1.58802568207729,TRUE,TRUE,0,,,,insufficient (a=0)
BILIRUBIN CONJUGATED INCREASED,5,7.40953730318668,3.07869365889245,TRUE,TRUE,0,,,,insufficient (a=0)
BLOOD CREATINE INCREASED,5,3.55756398299568,1.47929354718648,TRUE,TRUE,0,355,,,insufficient (a=0)
BONE LESION,5,3.85072144226226,1.60110165623195,TRUE,TRUE,0,,,,insufficient (a=0)
BRADYPNOEA,5,4.6181386356009,1.91990063778294,TRUE,TRUE,0,,,,insufficient (a=0)
BUNDLE BRANCH BLOCK LEFT,5,4.04370576123665,1.68127981619832,TRUE,TRUE,0,,,,insufficient (a=0)
CANCER PAIN,5,4.81645436400165,2.00226906022542,TRUE,TRUE,0,,,,insufficient (a=0)
CARBOHYDRATE ANTIGEN 125 INCREASED,5,3.4813641978723,1.44762994694984,TRUE,TRUE,0,,,,insufficient (a=0)
CARDIOPULMONARY FAILURE,5,4.0894128533412,1.70026861240214,TRUE,TRUE,0,,,,insufficient (a=0)
CHOLECYSTITIS ACUTE,5,2.82673436872999,1.17557021473222,TRUE,TRUE,0,,,,insufficient (a=0)
CHRONIC KIDNEY DISEASE-MINERAL AND BONE DISORDER,5,10.6133675735669,4.40714609983561,TRUE,TRUE,0,,,,insufficient (a=0)
CLONIC CONVULSION,5,22.52747853562,9.33276219626991,TRUE,TRUE,0,,,,insufficient (a=0)
CONDUCTION DISORDER,5,8.82627356725868,3.66634093510246,TRUE,TRUE,0,,,,insufficient (a=0)
DEAFNESS PERMANENT,5,62.3271452145215,25.6230717680978,TRUE,TRUE,0,,,,insufficient (a=0)
DRUG MONITORING PROCEDURE INCORRECTLY PERFORMED,5,17.1538001541862,7.11396390201789,TRUE,TRUE,0,,,,insufficient (a=0)
FEELING OF DESPAIR,5,3.0055283385128,1.249882679091,TRUE,TRUE,0,,,,insufficient (a=0)
FLUID INTAKE REDUCED,5,2.8672079542782,1.19239277908496,TRUE,TRUE,0,,,,insufficient (a=0)
GLOSSITIS,5,4.24255759830609,1.76388940769538,TRUE,TRUE,0,342,,,insufficient (a=0)
GLUCOSE TOLERANCE IMPAIRED,5,2.41413079269449,1.00405924463816,TRUE,TRUE,0,,,,insufficient (a=0)
HAEMOPHILUS INFECTION,5,15.3049592922352,6.34950267684566,TRUE,TRUE,0,,,,insufficient (a=0)
HANGOVER,5,4.03642915015337,1.67825675113988,TRUE,TRUE,0,,,,insufficient (a=0)
HERPES SIMPLEX,5,2.64410845665134,1.09965971981873,TRUE,TRUE,0,,,,insufficient (a=0)
HYPERACUSIS,5,3.93585668283428,1.63647308219944,TRUE,TRUE,0,,,,insufficient (a=0)
HYPERPARATHYROIDISM SECONDARY,5,4.87931329018069,2.02837554651093,TRUE,TRUE,0,,,,insufficient (a=0)
HYPOVENTILATION,5,5.67412525074149,2.35842059181877,TRUE,TRUE,0,,,,insufficient (a=0)
HYPOXIC-ISCHAEMIC ENCEPHALOPATHY,5,5.48811306126849,2.28118834585183,TRUE,TRUE,0,,,,insufficient (a=0)
INCORRECT DRUG ADMINISTRATION RATE,5,3.01441514130534,1.25357618190901,TRUE,TRUE,0,,,,insufficient (a=0)
INTERCEPTED MEDICATION ERROR,5,2.54797967389791,1.05970054678305,TRUE,TRUE,0,,,,insufficient (a=0)
INTESTINAL PSEUDO-OBSTRUCTION,5,13.2762888487301,5.51005220774694,TRUE,TRUE,0,,,,insufficient (a=0)
INTRA-ABDOMINAL FLUID COLLECTION,5,6.43596909671108,2.67467963799021,TRUE,TRUE,0,,,,insufficient (a=0)
LYMPHOCYTE COUNT INCREASED,5,4.15147501056545,1.72605150136419,TRUE,TRUE,0,,,,insufficient (a=0)
MEAN CELL HAEMOGLOBIN DECREASED,5,6.78641939302125,2.82012813545938,TRUE,TRUE,0,,,,insufficient (a=0)
MUCOSAL DRYNESS,5,6.94181605184509,2.88461654343283,TRUE,TRUE,1,57,182.245891276865,25.0120040518032,replicated
MUCOSAL INFECTION,5,56.3762516568626,23.2032200543927,TRUE,TRUE,0,,,,insufficient (a=0)
MYOCARDIAL NECROSIS MARKER INCREASED,5,7.0244125226549,2.91889184784749,TRUE,TRUE,0,,,,insufficient (a=0)
NEUTROPENIC COLITIS,5,6.163651244668,2.56164497297747,TRUE,TRUE,0,,,,insufficient (a=0)
OBSTRUCTION,5,3.29907131550259,1.37187723907244,TRUE,TRUE,0,,,,insufficient (a=0)
PANCREATIC DISORDER,5,2.79085583640187,1.16065733011161,TRUE,TRUE,2,305,67.9517326732673,16.7102307222533,replicated
PATIENT ELOPEMENT,5,33.6900571554037,13.9270338068418,TRUE,TRUE,0,,,,insufficient (a=0)
PLEURISY,5,2.62799708797208,1.09296259022087,TRUE,TRUE,0,,,,insufficient (a=0)
POTENTIATING DRUG INTERACTION,5,3.98197106513306,1.65563188981986,TRUE,TRUE,0,,,,insufficient (a=0)
PRODUCT PACKAGING CONFUSION,5,4.67784754833987,1.9447007983576,TRUE,TRUE,0,,,,insufficient (a=0)
READING DISORDER,5,6.02784483797034,2.50526947958277,TRUE,TRUE,0,,,,insufficient (a=0)
SKIN ABRASION,5,2.43351597873208,1.01211789314887,TRUE,TRUE,0,,,,insufficient (a=0)
SUBCUTANEOUS ABSCESS,5,2.88639578455648,1.20036797444909,TRUE,TRUE,0,,,,insufficient (a=0)
SUSPECTED TRANSMISSION OF AN INFECTIOUS AGENT VIA PRODUCT,5,9.24833513220052,3.84134490314449,TRUE,TRUE,0,,,,insufficient (a=0)
THERAPEUTIC PRODUCT EFFECT INCREASED,5,10.0073942067918,4.15600938839153,TRUE,TRUE,0,,,,insufficient (a=0)
THORACIC VERTEBRAL FRACTURE,5,4.4887612318347,1.86616161323022,TRUE,TRUE,0,,,,insufficient (a=0)
TIBIA FRACTURE,5,2.9650011606419,1.23303874855249,TRUE,TRUE,0,,,,insufficient (a=0)
TONGUE DISCOLOURATION,5,3.37248630154657,1.40238584730181,TRUE,TRUE,0,,,,insufficient (a=0)
TONGUE INJURY,5,15.0382398262511,6.23917375593294,TRUE,TRUE,0,,,,insufficient (a=0)
TRIPLE NEGATIVE BREAST CANCER,5,18.2120282770035,7.55127417251986,TRUE,TRUE,0,,,,insufficient (a=0)
URINARY TRACT INFECTION BACTERIAL,5,5.08043433419429,2.11190057273389,TRUE,TRUE,0,323,,,insufficient (a=0)
VOMITING PROJECTILE,5,4.75721111453482,1.97766364605343,TRUE,TRUE,0,,,,insufficient (a=0)
WEIGHT GAIN POOR,5,5.83651432260812,2.42583994072325,TRUE,TRUE,0,,,,insufficient (a=0)
ADENOCARCINOMA PANCREAS,4,8.05520253255991,3.01714769937194,TRUE,TRUE,0,36,,,insufficient (a=0)
ALANINE AMINOTRANSFERASE ABNORMAL,4,5.05245469482682,1.89368119761068,TRUE,TRUE,0,,,,insufficient (a=0)
AMNESTIC DISORDER,4,23.3087421272724,8.701567441743,TRUE,TRUE,0,,,,insufficient (a=0)
ANTICHOLINERGIC EFFECT,4,147.115249293099,53.4824852700594,TRUE,TRUE,0,,,,insufficient (a=0)
ANTISOCIAL BEHAVIOUR,4,12.8563134893778,4.81041264451499,TRUE,TRUE,0,,,,insufficient (a=0)
AORTIC VALVE INCOMPETENCE,4,3.4168804307574,1.28111812164581,TRUE,TRUE,0,111,,,insufficient (a=0)
APPLICATION SITE DISCOMFORT,4,5.27214871106449,1.97592875586506,TRUE,TRUE,0,,,,insufficient (a=0)
APPLICATION SITE PAPULES,4,10.2205187168914,3.82638025061887,TRUE,TRUE,0,,,,insufficient (a=0)
APPLICATION SITE ULCER,4,16.2568495229476,6.07828186702911,TRUE,TRUE,0,,,,insufficient (a=0)
APTYALISM,4,15.0819480781271,5.64043915874179,TRUE,TRUE,0,,,,insufficient (a=0)
AUDITORY DISORDER,4,6.46961573540243,2.42408983132925,TRUE,TRUE,0,,,,insufficient (a=0)
BARRETT'S OESOPHAGUS,4,3.72935980900649,1.39818317104503,TRUE,TRUE,0,,,,insufficient (a=0)
BONE MARROW TRANSPLANT,4,6.73172126005229,2.52215358718653,TRUE,TRUE,0,,,,insufficient (a=0)
BREAST CANCER RECURRENT,4,3.6312451239814,1.36142790310681,TRUE,TRUE,0,,,,insufficient (a=0)
BRONCHOPNEUMONIA,4,7.52175650851569,2.81766836196942,TRUE,TRUE,0,,,,insufficient (a=0)
CARBON DIOXIDE DECREASED,4,11.0922749854843,4.15196174812435,TRUE,TRUE,0,,,,insufficient (a=0)
CHEMICAL BURN OF SKIN,4,3.74024312389332,1.40226013100465,TRUE,TRUE,0,,,,insufficient (a=0)
CHLOASMA,4,29.3264896261843,10.9338067541098,TRUE,TRUE,0,,,,insufficient (a=0)
CIRCADIAN RHYTHM SLEEP DISORDER,4,14.1765241938346,5.30286807759458,TRUE,TRUE,0,,,,insufficient (a=0)
COMA SCALE ABNORMAL,4,3.59919596166385,1.34942145370892,TRUE,TRUE,0,,,,insufficient (a=0)
COMPLEX PARTIAL SEIZURES,4,19.7661468924532,7.38473665098177,TRUE,TRUE,0,,,,insufficient (a=0)
COMPLICATIONS OF TRANSPLANTED KIDNEY,4,5.83817883748033,2.18779897394825,TRUE,TRUE,0,,,,insufficient (a=0)
CUSHINGOID,4,3.35804815043096,1.25907582941392,TRUE,TRUE,0,226,,,insufficient (a=0)
DAYDREAMING,4,6.87090210334837,2.5742219370812,TRUE,TRUE,0,,,,insufficient (a=0)
DEMENTIA WITH LEWY BODIES,4,9.16605123379781,3.4323948975335,TRUE,TRUE,0,,,,insufficient (a=0)
DEVICE CONNECTION ISSUE,4,4.65892179969705,1.74633331048578,TRUE,TRUE,0,,,,insufficient (a=0)
DISTRIBUTIVE SHOCK,4,4.15992865667632,1.5594622717319,TRUE,TRUE,0,,,,insufficient (a=0)
ELECTROCARDIOGRAM T WAVE INVERSION,4,6.69155882044787,2.50712800121937,TRUE,TRUE,0,,,,insufficient (a=0)
ENDOCRINE OPHTHALMOPATHY,4,11.5046989563299,4.30594981090265,TRUE,TRUE,0,,,,insufficient (a=0)
ENTEROCOLITIS INFECTIOUS,4,14.5914617120533,5.45758661499171,TRUE,TRUE,0,,,,insufficient (a=0)
FACIAL SPASM,4,10.3501972524748,3.8748201170056,TRUE,TRUE,0,,,,insufficient (a=0)
FAECAL INCONTINENCE,4,4.17541655369006,1.56526304217112,TRUE,TRUE,0,,,,insufficient (a=0)
FAECAL VOMITING,4,20.2113418152256,7.55033307024806,TRUE,TRUE,0,,,,insufficient (a=0)
GALLBLADDER ENLARGEMENT,4,10.4587710804236,3.91537446728486,TRUE,TRUE,0,,,,insufficient (a=0)
GASTRIC ULCER PERFORATION,4,9.81793999671731,3.67598434495453,TRUE,TRUE,0,,,,insufficient (a=0)
GASTROINTESTINAL HYPOMOTILITY,4,4.85558603092554,1.81997214376861,TRUE,TRUE,0,,,,insufficient (a=0)
GASTROINTESTINAL OEDEMA,4,6.11261301296552,2.29050335313497,TRUE,TRUE,0,106,,,insufficient (a=0)
GASTROSTOMY,4,6.17147387244452,2.31252986889771,TRUE,TRUE,0,,,,insufficient (a=0)
HYPERPHAGIA,4,2.92645291342713,1.0973556588009,TRUE,TRUE,0,,,,insufficient (a=0)
HYPOPNOEA,4,2.85383747889113,1.0701434203057,TRUE,TRUE,1,386,26.5009309274796,3.69135247847242,replicated
INFUSION SITE DISCHARGE,4,5.32850727104944,1.99702662168573,TRUE,TRUE,0,,,,insufficient (a=0)
INGROWING NAIL,4,4.54332076453833,1.70304478191818,TRUE,TRUE,0,,,,insufficient (a=0)
LEFT VENTRICULAR FAILURE,4,3.71392161576292,1.39239989106106,TRUE,TRUE,0,,,,insufficient (a=0)
LOCAL REACTION,4,14.5914617120533,5.45758661499171,TRUE,TRUE,0,,,,insufficient (a=0)
LONG QT SYNDROME CONGENITAL,4,121.27058928455,44.3292187606456,TRUE,TRUE,0,,,,insufficient (a=0)
MENIERE'S DISEASE,4,8.25529837037258,3.09196052386152,TRUE,TRUE,0,,,,insufficient (a=0)
NEONATAL RESPIRATORY DEPRESSION,4,38.5147763354209,14.3309138898603,TRUE,TRUE,0,,,,insufficient (a=0)
NON-CARDIAC CHEST PAIN,4,4.39638657676286,1.64801993689215,TRUE,TRUE,0,,,,insufficient (a=0)
OESOPHAGEAL SPASM,4,6.83426854015422,2.56051741786615,TRUE,TRUE,0,,,,insufficient (a=0)
OSTEOSCLEROSIS,4,6.86564471254348,2.57225517452341,TRUE,TRUE,0,,,,insufficient (a=0)
PALLIATIVE CARE,4,6.17572162299585,2.31411941172465,TRUE,TRUE,0,,,,insufficient (a=0)
PERSONALITY DISORDER,4,4.69303896114931,1.75910857228083,TRUE,TRUE,0,,,,insufficient (a=0)
PNEUMONIA STAPHYLOCOCCAL,4,6.73172126005229,2.52215358718653,TRUE,TRUE,0,,,,insufficient (a=0)
PROTEIN TOTAL DECREASED,4,3.45238234647641,1.29441911032683,TRUE,TRUE,0,,,,insufficient (a=0)
PULMONARY VASCULITIS,4,19.2571343283907,7.19536309708973,TRUE,TRUE,0,,,,insufficient (a=0)
PUPILLARY REFLEX IMPAIRED,4,8.20247328596392,3.07221065319088,TRUE,TRUE,0,,,,insufficient (a=0)
PURULENT DISCHARGE,4,2.8666045179344,1.0749278611164,TRUE,TRUE,1,392,26.0941312269425,3.63482993960442,replicated
QUADRIPLEGIA,4,5.7594802387393,2.15834450407499,TRUE,TRUE,0,,,,insufficient (a=0)
RECTAL TENESMUS,4,8.57070643337209,3.20987360669751,TRUE,TRUE,0,196,,,insufficient (a=0)
RENAL COLIC,4,5.39580090541112,2.02221736080826,TRUE,TRUE,0,,,,insufficient (a=0)
RENAL HAEMORRHAGE,4,5.32850727104944,1.99702662168573,TRUE,TRUE,0,,,,insufficient (a=0)
SERUM FERRITIN DECREASED,4,6.05078104373148,2.26736439967343,TRUE,TRUE,0,,,,insufficient (a=0)
SUDDEN UNEXPLAINED DEATH IN EPILEPSY,4,20.3488373900138,7.60146997662009,TRUE,TRUE,0,,,,insufficient (a=0)
SUICIDAL BEHAVIOUR,4,2.91978557722652,1.0948571468375,TRUE,TRUE,0,,,,insufficient (a=0)
SUPERIOR MESENTERIC ARTERY SYNDROME,4,46.4972186181277,17.2712424645579,TRUE,TRUE,0,,,,insufficient (a=0)
SYSTEMIC CANDIDA,4,4.27896832292283,1.60404587002466,TRUE,TRUE,0,,,,insufficient (a=0)
TONGUE SPASM,4,37.5478654396704,13.9740625620902,TRUE,TRUE,0,,,,insufficient (a=0)
TUMOUR HAEMORRHAGE,4,3.73712712988871,1.40109286152879,TRUE,TRUE,0,,,,insufficient (a=0)
URINE OUTPUT INCREASED,4,4.22655834833941,1.58441719191752,TRUE,TRUE,0,,,,insufficient (a=0)
VOCAL CORD PARALYSIS,4,6.55947856059746,2.45771223246079,TRUE,TRUE,0,,,,insufficient (a=0)
WOUND DEHISCENCE,4,3.69556364560936,1.38552278682475,TRUE,TRUE,0,,,,insufficient (a=0)
ACCOMMODATION DISORDER,3,15.6865464484754,5.0381169779199,TRUE,TRUE,0,,,,insufficient (a=0)
ACUTE FEBRILE NEUTROPHILIC DERMATOSIS,3,3.71152869434233,1.19564543149038,TRUE,TRUE,0,,,,insufficient (a=0)
ACUTE LEFT VENTRICULAR FAILURE,3,11.7238209466032,3.76914428127823,TRUE,TRUE,0,,,,insufficient (a=0)
ACUTE PSYCHOSIS,3,3.51565468707732,1.13260176105601,TRUE,TRUE,0,,,,insufficient (a=0)
ADENOMYOSIS,3,15.0886142473424,4.84680475059652,TRUE,TRUE,0,,,,insufficient (a=0)
AEROPHAGIA,3,47.7279295820283,15.2064851609508,TRUE,TRUE,0,,,,insufficient (a=0)
ANION GAP INCREASED,3,6.8179493311527,2.19464125617106,TRUE,TRUE,0,,,,insufficient (a=0)
ANORECTAL INFECTION,3,31.3005111557077,10.0136215995577,TRUE,TRUE,0,43,,,insufficient (a=0)
ANTICOAGULATION DRUG LEVEL BELOW THERAPEUTIC,3,9.89622480591221,3.18304527155353,TRUE,TRUE,0,,,,insufficient (a=0)
APPLICATION SITE DERMATITIS,3,18.3366540339424,5.88534399950244,TRUE,TRUE,0,,,,insufficient (a=0)
APPLICATION SITE HYPERAESTHESIA,3,89.7288426395939,28.2915793438686,TRUE,TRUE,0,,,,insufficient (a=0)
APPLICATION SITE WOUND,3,43.9845326963273,14.0269122584409,TRUE,TRUE,0,,,,insufficient (a=0)
ATROPHIC VULVOVAGINITIS,3,12.4851327425294,4.01313338512361,TRUE,TRUE,0,24,,,insufficient (a=0)
BACTERIAL TRANSLOCATION,3,21.9920759928337,7.05211578404474,TRUE,TRUE,0,,,,insufficient (a=0)
BILIARY DILATATION,3,6.324517551811,2.03606263284842,TRUE,TRUE,0,,,,insufficient (a=0)
BLOOD ALKALINE PHOSPHATASE DECREASED,3,8.08819110576923,2.60268906529139,TRUE,TRUE,0,,,,insufficient (a=0)
BLOOD BILIRUBIN DECREASED,3,12.2800786894661,3.94742580694039,TRUE,TRUE,0,50,,,insufficient (a=0)
BLOOD CHLORIDE INCREASED,3,5.88736360366122,1.89553759370507,TRUE,TRUE,0,,,,insufficient (a=0)
BLOOD ELECTROLYTES DECREASED,3,5.54759270341185,1.78629538442106,TRUE,TRUE,0,,,,insufficient (a=0)
BLOOD IMMUNOGLOBULIN G DECREASED,3,3.10658685686967,1.00091982133645,TRUE,TRUE,0,,,,insufficient (a=0)
BLOOD PHOSPHORUS INCREASED,3,3.13993275236812,1.01165512647595,TRUE,TRUE,0,,,,insufficient (a=0)
BODY TEMPERATURE ABNORMAL,3,3.70335718216841,1.19301548706098,TRUE,TRUE,0,,,,insufficient (a=0)
BONE DEMINERALISATION,3,6.43951570203774,2.07302414836525,TRUE,TRUE,0,,,,insufficient (a=0)
CATAPLEXY,3,5.16835335329481,1.66434130197885,TRUE,TRUE,0,,,,insufficient (a=0)
CEREBELLAR STROKE,3,18.3366540339424,5.88534399950244,TRUE,TRUE,0,,,,insufficient (a=0)
CHEMICAL INJURY,3,10.8714961088377,3.49587594309852,TRUE,TRUE,0,,,,insufficient (a=0)
CHOREOATHETOSIS,3,14.2272974104163,4.57111980871306,TRUE,TRUE,0,,,,insufficient (a=0)
